肉苁蓉,"['肉松蓉', '黑司令', '纵蓉', '地精', '马足', '马芝', '大芸', '寸芸']"
花蕊石,"['花乳石', '白云石']"
苍术,"['山精', '赤术', '马蓟', '青术', '仙术']"
苏木蓝,"['山豆根', '木蓝叉。']"
苏木,"['苏枋', '苏方', '苏方木', '棕木', '赤木', '红柴', '红苏木', '落文树']"
茜草,"['茹藘', '茹卢本', '茅蒐', '藘茹', '蒐', '茜根', '蒨草', '地血', '牛蔓', '芦茹', '血见愁', '过山龙', '地苏木', '活血丹', '红龙须根', '沙茜秧根', '五爪龙', '满江红', '九龙根', '红棵子根', '拉拉秧子根', '小活血龙', '土丹参', '四方红根子', '红茜根', '入骨丹', '红内消']"
茜草藤,['']
小茜草,['滇茜草']
茯苓皮,['苓皮']
白土茯苓,"['白萆薢', '白土苓', '土茯苓', '铁架子土茯苓', '九牛力', '千斤力', '土萆薢']"
土茯苓,"['禹余粮', '白余粮', '草禹余粮', '刺猪苓', '过山龙', '硬饭', '冷饭团', '仙遗粮', '土萆薢', '山猪粪', '山地栗', '过冈尤', '山牛', '冷饭头', '山归来', '久老薯', '毛尾薯', '地胡苓', '狗老薯', '饭团根', '土苓', '狗朗头', '尖光头', '山硬硬', '白葜', '连饭', '红土苓', '山奇良']"
茯苓,"['茯菟', '松腴', '不死面', '松薯', '松木薯', '松苓']"
赤茯苓,"['赤苓', '赤茯']"
金钟茵陈,"['黄花茵陈', '吊钟草', '灵茵陈', '吹风草', '五毒草', '徐毒草', '鬼麻油', '刘奇奴', '铃茵陈', '土茵陈', '角茵陈', '罐儿茶', '山茵陈', '金花屏', '黑茵陈', '铁杆茵陈', '山芝麻', '罐子草', '北刘寄奴', '节节瓶', '草茵陈', '壶瓶草', '野油麻', '山芝麻秧', '山油麻', '黄头翁', '锁草', '蜈蚣草', '八角茵陈', '芝麻蒿']"
茵陈蒿,"['因尘', '马先', '茵蔯蒿', '茵陈', '因陈蒿', '绵茵陈', '绒蒿', '细叶青蒿', '臭蒿', '安吕草', '婆婆蒿', '野兰蒿', '茵陈']"
莪术,"['蓬莪茂', '蓬药', '蓬莪术', '广茂', '蓬术', '青姜', '羌七', '广术', '黑心姜', '文术。']"
